iteration,expert feature,trajectory feature,feature norm,weights,cal_expert_idx,expert likeness,mean expert likeness,likelihood
50,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28920929  0.2263901  -0.0076902   0.01275256  0.1056835   0.83282181
  0.00117421  0.08282625  0.00115615  0.08688539]",0.16063440046544022,"[-0.36194354 -0.17762205 -1.05177752 -2.00362899 -2.20571844  0.61909778
 -1.07793596 -2.30872417 -1.11379976 -2.26451384]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.140884584182093
51,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.2891959   0.22638183 -0.00781221  0.01258652  0.10483892  0.83282924
  0.00116907  0.08232159  0.00114908  0.08622176]",0.15945235826559478,"[-0.32933781 -0.14458918 -1.03583123 -2.03509572 -2.24628646  0.59914913
 -1.06769039 -2.34973374 -1.10271334 -2.30456041]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.132801785301839
52,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28918337  0.22637424 -0.00792125  0.01242413  0.10400907  0.83283651
  0.00116405  0.08182908  0.00114216  0.08557212]",0.1582938105351729,"[-0.29668704 -0.11213665 -1.01895534 -2.06614655 -2.28665836  0.57942532
 -1.05707202 -2.39058679 -1.0911869  -2.34441518]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.124837051484896
53,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28917164  0.22636727 -0.00801844  0.01226527  0.10319349  0.83284364
  0.00115913  0.08134817  0.00113538  0.08493593]",0.15715789223306004,"[-0.26407559 -0.08034829 -1.00120265 -2.0967848  -2.32683635  0.55999822
 -1.04615174 -2.43128678 -1.07928801 -2.38408131]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.116987712021997
54,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28916063  0.22636087 -0.00810478  0.01210981  0.10239174  0.83285063
  0.0011543   0.08087837  0.00112872  0.08431269]",0.1560437904896773,"[-0.23158286 -0.0493014  -0.98262434 -2.12701377 -2.36682264  0.54093343
 -1.03499731 -2.47183713 -1.06708152 -2.42356191]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.109251234436537
55,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28915029  0.226355   -0.00818126  0.01195762  0.10160341  0.83285751
  0.00114955  0.08041921  0.00112217  0.08370189]",0.1549507408351591,"[-0.1992834  -0.01906678 -0.96326985 -2.15683673 -2.40661941  0.52229027
 -1.02367319 -2.51224114 -1.05462937 -2.46286002]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.101625210580674
56,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28914055  0.2263496  -0.00824877  0.0118086   0.10082811  0.83286429
  0.00114487  0.07997024  0.00111572  0.0831031 ]",0.15387802371488912,"[-0.16724695  0.01029124 -0.94318681 -2.18625693 -2.4462288   0.50412183
 -1.01224037 -2.55250204 -1.04199055 -2.50197862]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.094107344173174
57,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28913136  0.22634463 -0.00830813  0.01166263  0.10006549  0.83287096
  0.00114026  0.07953103  0.00110935  0.08251586]",0.15282496127417053,"[-0.13553858  0.03871483 -0.92242097 -2.21527758 -2.48565293  0.48647498
 -1.00075625 -2.59262298 -1.02922094 -2.54092063]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.086695439664782
58,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28912267  0.22634006 -0.00836013  0.01151962  0.09931518  0.83287755
  0.0011357   0.0791012   0.00110307  0.08193978]",0.15179091439289535,"[-0.10421876  0.06615258 -0.90101619 -2.24390186 -2.52489389  0.46939051
 -0.98927461 -2.632607   -1.01637326 -2.57968891]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.079387392317628
59,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28911443  0.22633585 -0.00840548  0.01137948  0.09857686  0.83288406
  0.0011312   0.07868036  0.00109685  0.08137447]",0.15077527995087345,"[-0.07334345  0.09255954 -0.87901441 -2.27213291 -2.56395375  0.45290316
 -0.97784545 -2.67245704 -1.00349701 -2.61828624]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.072181179388314
60,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28910661  0.22633196 -0.00844485  0.01124211  0.09785022  0.8328905
  0.00112675  0.07826816  0.00109071  0.08081957]",0.1497774883048324,"[-0.04296422  0.1178971  -0.85645563 -2.29997384 -2.60283452  0.43704185
 -0.96651503 -2.71217599 -0.99063848 -2.65671534]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.065074852309084
61,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28909917  0.22632836 -0.00847884  0.01110743  0.09713496  0.83289686
  0.00112235  0.07786427  0.00108464  0.08027472]",0.1487970009588606,"[-0.01312833  0.14213298 -0.83337793 -2.32742771 -2.6415382   0.42182981
 -0.95532581 -2.75176659 -0.9778407  -2.69497884]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.058066529767434
62,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28909206  0.22632503 -0.00850803  0.01097536  0.0964308   0.83290315
  0.001118    0.07746837  0.00107863  0.0797396 ]",0.14783330841112233,"[ 0.01612116  0.16524111 -0.8098175  -2.35449756 -2.68006677  0.40728474
 -0.94431647 -2.79123155 -0.96514344 -2.73307934]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.051154391591305
63,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28908527  0.22632193 -0.00853292  0.01084582  0.09573747  0.83290937
  0.0011137   0.07708018  0.00107268  0.0792139 ]",0.14688592816092477,"[ 0.04474529  0.18720153 -0.78580867 -2.38118637 -2.71842214  0.39341913
 -0.93352197 -2.83057344 -0.95258331 -2.77101933]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.044336673354162
64,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28907876  0.22631905 -0.00855401  0.01071875  0.09505471  0.83291553
  0.00110943  0.07669941  0.00106679  0.07869734]",0.14595440286157402,"[ 0.07270908  0.20800025 -0.76138391 -2.40749709 -2.75660621  0.3802404
 -0.92297355 -2.86979478 -0.9401937  -2.80880126]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.037611661621532
65,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.2890725   0.22631637 -0.00857172  0.01059408  0.09438227  0.83292161
  0.00110522  0.0763258   0.00106097  0.07818962]",0.14503829860585776,"[ 0.09998146  0.2276291  -0.73657391 -2.43343265 -2.79462087  0.36775126
 -0.91269881 -2.90889797 -0.92800491 -2.84642751]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.030977689767834
66,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28906647  0.22631385 -0.00858644  0.01047173  0.09371993  0.83292763
  0.00110105  0.07595911  0.00105521  0.07769049]",0.1441372033323778,"[ 0.12653509  0.24608553 -0.71140764 -2.45899592 -2.83246794  0.35594992
 -0.90272183 -2.94788535 -0.91604418 -2.88390039]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.024433134299271
67,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28906065  0.2263115  -0.00859855  0.01035165  0.09306746  0.83293357
  0.00109693  0.07559909  0.00104952  0.07719971]",0.14325072534228528,"[ 0.15234633  0.2633724  -0.68591236 -2.48418975 -2.87014923  0.34483048
 -0.89306323 -2.98675918 -0.90433579 -2.92122215]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.017976411625152
68,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28905503  0.22630928 -0.00860838  0.01023378  0.09242464  0.83293944
  0.00109286  0.07524554  0.00104389  0.07671703]",0.1423784919172146,"[ 0.17739507  0.27949772 -0.66011372 -2.50901694 -2.90766652  0.33438315
 -0.88374032 -3.02552163 -0.89290113 -2.95839496]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.011605975226155
69,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28904957  0.22630719 -0.00861621  0.01011807  0.09179126  0.83294524
  0.00108884  0.07489824  0.00103833  0.07624224]",0.1415201480303482,"[ 0.20166461  0.29447446 -0.63403578 -2.53348028 -2.94502155  0.32459467
 -0.8747672  -3.06417479 -0.88175882 -2.99542096]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-4.0053203131736765
70,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28904428  0.22630521 -0.00862233  0.01000445  0.09116713  0.83295096
  0.00108487  0.074557    0.00103284  0.07577511]",0.14067535514355922,"[ 0.22514155  0.30832016 -0.60770112 -2.5575825  -2.98221606  0.31544859
 -0.86615491 -3.10272069 -0.87092479 -3.03230221]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-3.999117945959514
71,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28903912  0.22630333 -0.00862697  0.00989288  0.09055206  0.83295659
  0.00108095  0.07422164  0.00102743  0.07531545]",0.13984379008447256,"[ 0.24781569  0.32105672 -0.58113086 -2.58132634 -3.01925172  0.30692562
 -0.85791159 -3.14116128 -0.86041242 -3.06904072]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-3.99299742459975
72,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28903411  0.22630154 -0.00863036  0.00978331  0.08994587  0.83296214
  0.0010771   0.07389198  0.00102209  0.07486307]",0.1390251439980458,"[ 0.26967983  0.33271004 -0.55434478 -2.60471448 -3.05613021  0.29900399
 -0.85004263 -3.17949845 -0.85023262 -3.10563845]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-3.9869573289808153
73,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.         0.         0.         0.        ]","[ 0.28902921  0.22629983 -0.0086327   0.00967569  0.08934836  0.83296761
  0.0010733   0.07356786  0.00101684  0.07441778]",0.13821912136792508,"[ 0.29072971  0.34330968 -0.52736131 -2.62774959 -3.09285316  0.29165975
 -0.84255085 -3.217734   -0.840394   -3.1420973 ]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  72,  96]), array([121,  72,  96]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  98,  96])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.00010135050786798968, 9.467701191397056e-05, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.0007415165175179519,-3.9809962664192895
