iteration,expert feature,trajectory feature,feature norm,weights,cal_expert_idx,expert likeness,mean expert likeness,likelihood
11,"[ 2.89728073e-01  2.26750583e-01 -5.05450654e-05  4.79148806e-09
  1.36476136e-04  8.33340981e-01  1.72471741e-03  0.00000000e+00
  0.00000000e+00  0.00000000e+00]","[0.2918016  0.22827878 0.02595709 0.02519066 0.16017669 0.83175892
 0.00191272 0.1215999  0.00215031 0.13390141]",0.2442411866307771,"[-0.43671285 -0.50029126 -0.48370458 -0.43156533 -0.45306626  0.475844
 -0.37093248 -0.55395697 -0.5367008  -0.52567965]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([75, 87, 65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.1602233034205105, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 0.13533957629990995]",0.08169467518941274,-4.613679962667521
12,"[ 2.89728073e-01  2.26750583e-01 -5.05450654e-05  4.79148806e-09
  1.36476136e-04  8.33340981e-01  1.72471741e-03  0.00000000e+00
  0.00000000e+00  0.00000000e+00]","[0.2916478  0.22816572 0.02392484 0.02461558 0.15791892 0.83182415
 0.0018675  0.11987098 0.00208976 0.13188158]",0.24052073755599793,"[-0.47883953 -0.54074348 -0.52844018 -0.47975369 -0.50206733  0.51811816
 -0.37781266 -0.60294101 -0.58120251 -0.57461117]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([75, 87, 65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.1602233034205105, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.07267604260650401,-4.595066354631114
13,"[ 2.89728073e-01  2.26750583e-01 -5.05450654e-05  4.79148806e-09
  1.36476136e-04  8.33340981e-01  1.72471741e-03  0.00000000e+00
  0.00000000e+00  0.00000000e+00]","[0.29150047 0.22805715 0.0219658  0.02406091 0.15572498 0.8318844
 0.00182572 0.11819215 0.00203379 0.12991838]",0.23691921637703012,"[-0.5193841  -0.57919801 -0.57218063 -0.52764197 -0.55090595  0.55893175
 -0.37780336 -0.65175946 -0.62470894 -0.62336776]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([75, 87, 65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.1602233034205105, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.07267604260650401,-4.576966903055125
14,"[ 2.89728073e-01  2.26750583e-01 -5.05450654e-05  4.79148806e-09
  1.36476136e-04  8.33340981e-01  1.72471741e-03  0.00000000e+00
  0.00000000e+00  0.00000000e+00]","[0.29135952 0.22795305 0.02008084 0.02352621 0.15359406 0.83194006
 0.00178713 0.11656326 0.00198208 0.12801151]",0.23343505507552667,"[-0.55818189 -0.61543253 -0.61483508 -0.57521178 -0.5995728   0.59815938
 -0.3714132  -0.70040284 -0.66714185 -0.67193917]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([75, 87, 65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.1602233034205105, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.07267604260650401,-4.559367314634034
15,"[ 2.89728073e-01  2.26750583e-01 -5.05450654e-05  4.79148806e-09
  1.36476136e-04  8.33340981e-01  1.72471741e-03  0.00000000e+00
  0.00000000e+00  0.00000000e+00]","[0.29122485 0.22785338 0.0182706  0.02301096 0.15152511 0.83199153
 0.00175145 0.114984   0.00193424 0.12616044]",0.23006625787303336,"[-0.5950688  -0.64922709 -0.65631375 -0.62244588 -0.64805927  0.63568017
 -0.35928549 -0.74886239 -0.70842555 -0.72031591]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  50,  65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.06200181139283559,-4.542252735069902
16,"[ 2.89728073e-01  2.26750583e-01 -5.05450654e-05  4.79148806e-09
  1.36476136e-04  8.33340981e-01  1.72471741e-03  0.00000000e+00
  0.00000000e+00  0.00000000e+00]","[0.29109633 0.22775809 0.01653544 0.0225146  0.14951692 0.83203918
 0.00171841 0.11345389 0.00188992 0.12436451]",0.2268104691477964,"[-0.62988368 -0.68036913 -0.69652864 -0.66932824 -0.69635743  0.67137904
 -0.34211143 -0.79713015 -0.74848709 -0.76848924]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  50,  65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.06200181139283559,-4.525607872261891
17,"[ 2.89728073e-01  2.26750583e-01 -5.05450654e-05  4.79148806e-09
  1.36476136e-04  8.33340981e-01  1.72471741e-03  0.00000000e+00
  0.00000000e+00  0.00000000e+00]","[0.29097382 0.22766712 0.01487545 0.02203657 0.1475681  0.83208339
 0.00168776 0.11197233 0.00184878 0.12262288]",0.22366503231649665,"[-0.66247087 -0.70865897 -0.73539435 -0.71584403 -0.74446005  0.70514797
 -0.32057335 -0.84519889 -0.78725662 -0.81645118]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  50,  65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.06200181139283559,-4.509417097759028
18,"[ 2.89728073e-01  2.26750583e-01 -5.05450654e-05  4.79148806e-09
  1.36476136e-04  8.33340981e-01  1.72471741e-03  0.00000000e+00
  0.00000000e+00  0.00000000e+00]","[0.2908572  0.22758042 0.01329044 0.02157623 0.14567717 0.83212448
 0.00165926 0.11053859 0.00181053 0.1209346 ]",0.22062703860178276,"[-0.69268302 -0.73391542 -0.77282877 -0.7619796  -0.79236059  0.73688736
 -0.29531454 -0.89306216 -0.82466768 -0.86419453]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  50,  65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.06200181139283559,-4.493664536645048
19,"[ 2.89728073e-01  2.26750583e-01 -5.05450654e-05  4.79148806e-09
  1.36476136e-04  8.33340981e-01  1.72471741e-03  0.00000000e+00
  0.00000000e+00  0.00000000e+00]","[0.29074632 0.22749791 0.01177992 0.02113298 0.14384252 0.83216275
 0.00163273 0.10915181 0.00177489 0.11929859]",0.21769336814108187,"[-0.7203839  -0.75598128 -0.80875391 -0.80772251 -0.84005319  0.76650743
 -0.26692733 -0.94071429 -0.86065761 -0.91171284]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  50,  65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.06200181139283559,-4.478334154231129
20,"[ 2.89728073e-01  2.26750583e-01 -5.05450654e-05  4.79148806e-09
  1.36476136e-04  8.33340981e-01  1.72471741e-03  0.00000000e+00
  0.00000000e+00  0.00000000e+00]","[0.29064103 0.2274195  0.01034318 0.02070618 0.14206249 0.83219844
 0.00160799 0.10781105 0.00174163 0.11771366]",0.214860726464768,"[-0.74545114 -0.77472816 -0.84309657 -0.85306151 -0.88753264  0.7939295
 -0.23595204 -0.98815033 -0.89516793 -0.95900042]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  50,  65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.06200181139283559,-4.463409843999186
21,"[ 2.89728073e-01  2.26750583e-01 -5.05450654e-05  4.79148806e-09
  1.36476136e-04  8.33340981e-01  1.72471741e-03  0.00000000e+00
  0.00000000e+00  0.00000000e+00]","[0.29054118 0.22734512 0.00897921 0.02029518 0.14033533 0.83223179
 0.00158487 0.10651529 0.00171053 0.11617856]",0.21212567859030032,"[-0.76777889 -0.79006046 -0.87578902 -0.89798646 -0.93479436  0.81908722
 -0.20288143 -1.03536608 -0.92814479 -1.00605231]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  50,  65]), array([121,  50,  65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.05131503346370282,-4.44887551786211
22,"[ 2.89728073e-01  2.26750583e-01 -5.05450654e-05  4.79148806e-09
  1.36476136e-04  8.33340981e-01  1.72471741e-03  0.00000000e+00
  0.00000000e+00  0.00000000e+00]","[0.29044662 0.22727465 0.00768681 0.01989934 0.13865923 0.832263
 0.00156323 0.10526339 0.00168143 0.11469194]",0.20948468196288636,"[-0.78728    -0.80191799 -0.90676967 -0.94248838 -0.9818344   0.84192762
 -0.16816716 -1.08235808 -0.95953935 -1.05286427]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  50,  65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.05131503346370282,-4.434715197685451
23,"[ 2.89728073e-01  2.26750583e-01 -5.05450654e-05  4.79148806e-09
  1.36476136e-04  8.33340981e-01  1.72471741e-03  0.00000000e+00
  0.00000000e+00  0.00000000e+00]","[0.29035717 0.22720801 0.00646455 0.01951802 0.13703237 0.83229224
 0.00154296 0.10405417 0.00165413 0.11325238]",0.2069341186689124,"[-0.80388793 -0.81027724 -0.93598352 -0.98655933 -1.0286494   0.86241196
 -0.13222665 -1.12912352 -0.9893082  -1.09943275]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  50,  65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.05131503346370282,-4.4209131059459965
