iteration,expert feature,trajectory feature,feature norm,weights,cal_expert_idx,expert likeness,mean expert likeness,likelihood
11,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.00172472 0.         0.         0.        ]","[0.29180162 0.2282788  0.02595744 0.02519068 0.16017678 0.83175892
 0.00191271 0.12160003 0.00215031 0.13390153]",0.2443254888901306,"[-0.43671301 -0.50029149 -0.48367824 -0.43156534 -0.45306922  0.47584385
 -0.37093171 -0.55395698 -0.5367007  -0.52567966]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([75, 87, 65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.1602233034205105, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 0.13533957629990995]",0.08169467518941274,-4.613680104866067
12,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.00172472 0.         0.         0.        ]","[0.29164783 0.22816574 0.02392531 0.02461561 0.15791903 0.83182416
 0.00186749 0.11987115 0.00208975 0.13188175]",0.24060555690405422,"[-0.4788398  -0.54074384 -0.52840519 -0.47975372 -0.50207115  0.51811792
 -0.37781153 -0.60294104 -0.58120236 -0.57461119]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([75, 87, 65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.1602233034205105, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.07267604260650401,-4.595066516002948
13,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.00172472 0.         0.         0.        ]","[0.2915005  0.22805718 0.02196642 0.02406095 0.15572512 0.83188442
 0.00182571 0.11819237 0.00203378 0.12991859]",0.23700455717098665,"[-0.51938453 -0.57919858 -0.57213512 -0.52764201 -0.55091077  0.55893139
 -0.37780178 -0.6517595  -0.62470871 -0.62336779]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([75, 87, 65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.1602233034205105, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.07267604260650401,-4.5769670753164915
14,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.00172472 0.         0.         0.        ]","[0.29135957 0.22795309 0.02008164 0.02352626 0.15359424 0.83194008
 0.00178712 0.11656353 0.00198206 0.12801177]",0.23352092079383208,"[-0.55818254 -0.61543341 -0.61477696 -0.57521184 -0.59957878  0.59815886
 -0.37141111 -0.70040289 -0.66714152 -0.67193922]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([75, 87, 65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.1602233034205105, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.07267604260650401,-4.5593674850753745
15,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.00172472 0.         0.         0.        ]","[0.2912249  0.22785342 0.0182716  0.02301102 0.15152533 0.83199155
 0.00175143 0.11498434 0.00193422 0.12616077]",0.2301526509481689,"[-0.59506977 -0.64922839 -0.65624072 -0.62244596 -0.64806657  0.63567943
 -0.35928282 -0.74886247 -0.70842508 -0.72031598]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  50,  65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.06200181139283559,-4.54225288593235
16,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.00172472 0.         0.         0.        ]","[0.29109639 0.22775814 0.01653668 0.02251468 0.14951718 0.83203921
 0.00171839 0.11345431 0.00188989 0.12436491]",0.22689739081845448,"[-0.62988507 -0.68037101 -0.69643816 -0.66932835 -0.69636623  0.67137801
 -0.34210811 -0.79713025 -0.74848644 -0.76848933]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  50,  65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.06200181139283559,-4.525607980178165
17,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.00172472 0.         0.         0.        ]","[0.2909739  0.22766719 0.01487696 0.02203666 0.14756841 0.83208342
 0.00168773 0.11197284 0.00184875 0.12262336]",0.2237524824992729,"[-0.66247283 -0.70866162 -0.73528366 -0.71584418 -0.74447054  0.70514656
 -0.32056933 -0.84519903 -0.78725573 -0.8164513 ]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  50,  65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.06200181139283559,-4.509417133281037
18,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.00172472 0.         0.         0.        ]","[0.2908573  0.2275805  0.01329225 0.02157634 0.14567752 0.83212452
 0.00165924 0.1105392  0.00181049 0.12093517]",0.22071501578282976,"[-0.69268574 -0.73391908 -0.77269492 -0.76197979 -0.79237297  0.73688549
 -0.29530975 -0.89306235 -0.82466649 -0.86419469]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  50,  65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.06200181139283559,-4.493664463879521
19,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.00172472 0.         0.         0.        ]","[0.29074643 0.22749801 0.01178208 0.0211331  0.14384293 0.83216279
 0.0016327  0.10915253 0.00177485 0.11929925]",0.21778186928935672,"[-0.72038758 -0.75598622 -0.80859374 -0.80772276 -0.84006765  0.76650497
 -0.26692169 -0.94071453 -0.86065605 -0.91171305]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  50,  65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.06200181139283559,-4.4783339306022745
20,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.00172472 0.         0.         0.        ]","[0.29064116 0.22741962 0.01034571 0.02070632 0.14206295 0.83219849
 0.00160795 0.10781189 0.00174158 0.11771444]",0.21494974696933702,"[-0.74545604 -0.7747347  -0.84290672 -0.85306183 -0.88754939  0.79392632
 -0.23594548 -0.98815065 -0.89516592 -0.95900069]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  50,  65]), array([75, 87, 65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.16041000078616735, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.06200181139283559,-4.4634094201535754
21,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.00172472 0.         0.         0.        ]","[0.29054134 0.22734525 0.00898216 0.02029533 0.14033584 0.83223185
 0.00158483 0.10651625 0.00171048 0.11617945]",0.21221521222425668,"[-0.7677853  -0.79006895 -0.87556601 -0.89798687 -0.93481362  0.81908316
 -0.20287384 -1.03536649 -0.92814222 -1.00605266]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  50,  65]), array([121,  50,  65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.05131503346370282,-4.448874837726106
22,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.00172472 0.         0.         0.        ]","[0.2904468  0.22727481 0.00769022 0.01989951 0.1386598  0.83226306
 0.00156319 0.1052645  0.00168137 0.11469295]",0.20957472087587184,"[-0.78728827 -0.80192883 -0.90650984 -0.94248888 -0.98185639  0.84192252
 -0.16815842 -1.08235859 -0.95953611 -1.05286471]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  50,  65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.05131503346370282,-4.434714198679841
23,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.00172472 0.         0.         0.        ]","[0.29035738 0.22720819 0.00646845 0.01951821 0.13703299 0.83229231
 0.00154291 0.10405543 0.00165406 0.11325352]",0.2070246534092497,"[-0.80389843 -0.81029088 -0.93568313 -0.98655994 -1.02867436  0.86240563
 -0.13221661 -1.12912416 -0.98930417 -1.09943329]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  50,  65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 0.14391977247522794, 6.0087556278734904e-05]",0.05131503346370282,-4.4209117193564085
24,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.00172472 0.         0.         0.        ]","[0.29027292 0.22714528 0.00531524 0.01915077 0.13545355 0.83231977
 0.00152387 0.1028878  0.00162842 0.11185968]",0.20456134639687804,"[-0.81757111 -0.81516805 -0.9630379  -1.03019316 -1.0752647   0.88050848
 -0.0954377  -1.17566107 -1.01740877 -1.14575552]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  50,  65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 0.15156367894925812, 0.14847433525082557, 7.322655740078047e-05, 6.0087556278734904e-05]",0.04172526373584769,-4.407451904522039
25,"[0.28972807 0.22675058 0.         0.         0.         0.83334098
 0.00172472 0.         0.         0.        ]","[0.29019323 0.22708596 0.0042288  0.01879658 0.13391961 0.83234559
 0.00150597 0.10176032 0.0016043  0.11050994]",0.2021811227285838,"[-0.82828413 -0.81660811 -0.98853369 -1.07338261 -1.12162516  0.89622214
 -0.05818796 -1.22196783 -1.04381841 -1.19182915]","[array([ 60, 108,  98]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([ 60, 108,  98]), array([ 60, 108,  98]), array([121,  72,  96]), array([121,  50,  65]), array([121,  72,  96]), array([86, 62, 76]), array([86, 62, 76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76]), array([121,  51,  76])]","[1.2084952854814081e-11, 6.646798728116969e-12, 5.085666737569775e-05, 0.00010186903921839793, 0.0031217095788454515, 0.007023048449063763, 0.00010983521548433119, 0.00010833184917593015, 0.00010519778357023631, 0.15874224910367699, 0.15634453001880952, 8.888419304978014e-05, 8.367333479246253e-05, 7.322655740078047e-05, 6.0087556278734904e-05]",0.021734233291031586,-4.394319628978195
